"","DateTime","Global_active_power","Sub_metering_1","Sub_metering_2","Sub_metering_3","Global_reactive_power","Voltage"
"418",2007-02-01 06:57:00,2.974,0,0,17,0.118,240.31
"419",2007-02-01 06:58:00,2.924,0,0,18,0,241.08
"420",2007-02-01 06:59:00,2.912,0,0,18,0,241.48
"421",2007-02-01 07:00:00,2.708,0,0,18,0,241.55
"422",2007-02-01 07:01:00,3.18,0,0,18,0,240.46
"423",2007-02-01 07:02:00,3.026,0,0,17,0,240.23
"424",2007-02-01 07:03:00,2.992,0,0,18,0,240
"425",2007-02-01 07:04:00,2.938,0,0,17,0,239.54
"426",2007-02-01 07:05:00,2.93,0,0,18,0,239.8
"427",2007-02-01 07:06:00,2.934,0,0,18,0,240.06
"428",2007-02-01 07:07:00,2.894,0,0,17,0,239.77
"429",2007-02-01 07:08:00,2.842,0,0,18,0,238.82
"430",2007-02-01 07:09:00,2.874,0,0,18,0,240.23
"431",2007-02-01 07:10:00,2.36,0,0,18,0,242.68
"432",2007-02-01 07:11:00,2.106,0,0,18,0,243.29
"433",2007-02-01 07:12:00,2.126,0,0,18,0,242.09
"434",2007-02-01 07:13:00,2.108,0,0,18,0,241.56
"435",2007-02-01 07:14:00,2.108,0,0,17,0,241.18
"436",2007-02-01 07:15:00,2.108,0,0,18,0,240.6
"437",2007-02-01 07:16:00,2.12,0,0,18,0,240.61
"438",2007-02-01 07:17:00,2.116,0,0,18,0,240.22
"439",2007-02-01 07:18:00,2.06,0,0,17,0,239.65
"440",2007-02-01 07:19:00,2.586,0,0,18,0,239.34
"441",2007-02-01 07:20:00,2.448,0,0,17,0.094,239.06
"442",2007-02-01 07:21:00,2.088,0,0,18,0.102,240.27
"443",2007-02-01 07:22:00,2.15,0,0,18,0.092,239.63
"444",2007-02-01 07:23:00,2.206,0,0,17,0.09,239.79
"445",2007-02-01 07:24:00,2.292,0,0,18,0.18,239.56
"446",2007-02-01 07:25:00,2.32,0,0,17,0.22,239.29
"447",2007-02-01 07:26:00,2.494,0,0,18,0.212,238.52
"448",2007-02-01 07:27:00,2.67,0,0,17,0.214,239.1
"449",2007-02-01 07:28:00,3.066,0,0,18,0.212,239.75
"450",2007-02-01 07:29:00,2.76,0,0,18,0.214,240.02
"451",2007-02-01 07:30:00,3.07,0,0,17,0.222,239.36
"452",2007-02-01 07:31:00,3.004,0,0,18,0.162,238.98
"453",2007-02-01 07:32:00,3.492,0,0,17,0.114,237.96
"454",2007-02-01 07:33:00,3.628,0,0,17,0.114,237.51
"455",2007-02-01 07:34:00,3.73,0,0,18,0.114,237.61
"456",2007-02-01 07:35:00,4.332,0,0,17,0.228,236.96
"457",2007-02-01 07:36:00,3.904,0,0,17,0.108,236.51
"458",2007-02-01 07:37:00,3.766,0,0,17,0.11,237.17
"459",2007-02-01 07:38:00,5.268,0,0,17,0.102,236.55
"460",2007-02-01 07:39:00,7.482,0,0,17,0,233.62
"461",2007-02-01 07:40:00,5.024,0,0,17,0,236.41
"462",2007-02-01 07:41:00,3.592,0,0,18,0,237.72
"463",2007-02-01 07:42:00,4.684,0,0,17,0,236.48
"464",2007-02-01 07:43:00,4.764,0,0,17,0,236.33
"465",2007-02-01 07:44:00,3.552,0,0,17,0,237.91
"466",2007-02-01 07:45:00,3.466,0,0,17,0,236.38
"467",2007-02-01 07:46:00,3.286,0,0,18,0,237.14
"468",2007-02-01 07:47:00,3.2,0,0,17,0,236.82
"469",2007-02-01 07:48:00,3.196,0,0,17,0,236.65
"470",2007-02-01 07:49:00,3.332,0,0,17,0,236.21
"471",2007-02-01 07:50:00,3.406,0,0,17,0.166,236.64
"472",2007-02-01 07:51:00,3.184,0,0,17,0.154,236.56
"473",2007-02-01 07:52:00,2.96,0,0,18,0.146,236.3
"474",2007-02-01 07:53:00,2.874,0,0,17,0.086,236.54
"475",2007-02-01 07:54:00,2.58,0,0,17,0,236.75
"476",2007-02-01 07:55:00,2.566,0,0,17,0,236.46
"477",2007-02-01 07:56:00,2.546,0,0,17,0,235.46
"478",2007-02-01 07:57:00,2.634,0,0,17,0.046,236.31
"479",2007-02-01 07:58:00,2.678,0,0,17,0.102,236.8
"480",2007-02-01 07:59:00,2.686,0,0,18,0.1,236.51
"481",2007-02-01 08:00:00,2.832,0,0,17,0.22,235.97
"482",2007-02-01 08:01:00,2.744,0,0,17,0.194,235.22
"483",2007-02-01 08:02:00,2.728,0,0,17,0.196,235.77
"484",2007-02-01 08:03:00,2.708,0,0,17,0.192,234.86
"485",2007-02-01 08:04:00,2.694,0,0,16,0.19,234.29
"486",2007-02-01 08:05:00,2.788,0,0,17,0.186,233.78
"487",2007-02-01 08:06:00,2.812,0,0,17,0.188,234.29
"488",2007-02-01 08:07:00,2.82,0,0,17,0.2,234.31
"489",2007-02-01 08:08:00,2.886,0,0,17,0.214,233.84
"490",2007-02-01 08:09:00,4.116,2,0,16,0.194,233.05
"491",2007-02-01 08:10:00,2.878,1,0,17,0.2,234.55
"492",2007-02-01 08:11:00,2.86,1,0,17,0.196,233.91
"493",2007-02-01 08:12:00,2.766,1,0,17,0.198,234.08
"494",2007-02-01 08:13:00,2.66,2,0,17,0.17,234.31
"495",2007-02-01 08:14:00,2.516,1,0,17,0,235.01
"496",2007-02-01 08:15:00,2.698,1,0,17,0.174,235.51
"497",2007-02-01 08:16:00,2.99,1,0,17,0.186,237.83
"498",2007-02-01 08:17:00,2.632,1,0,17,0.08,238.63
"499",2007-02-01 08:18:00,2.664,2,0,18,0,238.59
"500",2007-02-01 08:19:00,2.712,1,0,17,0,238.06
"501",2007-02-01 08:20:00,2.702,1,0,18,0,238.42
"502",2007-02-01 08:21:00,2.906,1,0,17,0,238.67
"503",2007-02-01 08:22:00,3.246,2,0,18,0,238.01
"504",2007-02-01 08:23:00,2.774,1,0,17,0,237.86
"505",2007-02-01 08:24:00,2.768,1,0,17,0,237.86
"506",2007-02-01 08:25:00,2.774,1,0,18,0,238.23
"507",2007-02-01 08:26:00,2.75,1,0,17,0,237.47
"508",2007-02-01 08:27:00,2.744,1,0,17,0,238.13
"509",2007-02-01 08:28:00,2.764,1,0,18,0,237.45
"510",2007-02-01 08:29:00,4.348,27,0,17,0,236.19
"511",2007-02-01 08:30:00,4.982,38,0,17,0,236.12
"512",2007-02-01 08:31:00,4.966,37,0,17,0,235.88
"513",2007-02-01 08:32:00,5.02,37,0,17,0,235.42
"514",2007-02-01 08:33:00,4.978,38,0,17,0,235.49
"515",2007-02-01 08:34:00,4.866,37,0,17,0,234.55
"516",2007-02-01 08:35:00,4.84,37,0,17,0,235.38
"517",2007-02-01 08:36:00,4.888,37,0,17,0,236.07
"518",2007-02-01 08:37:00,5.176,37,0,17,0,234.84
"519",2007-02-01 08:38:00,4.506,37,0,17,0,234.93
"520",2007-02-01 08:39:00,4.608,37,0,17,0.048,235
"521",2007-02-01 08:40:00,4.718,37,0,16,0.088,234.17
"522",2007-02-01 08:41:00,4.7,37,0,17,0.086,233.91
"523",2007-02-01 08:42:00,4.672,37,0,17,0.09,235.15
"524",2007-02-01 08:43:00,2.62,2,0,17,0.11,237.55
"525",2007-02-01 08:44:00,2.588,1,0,18,0.182,237.12
"526",2007-02-01 08:45:00,2.758,1,1,17,0.42,236.48
"527",2007-02-01 08:46:00,2.904,2,1,17,0.408,237.01
"528",2007-02-01 08:47:00,2.906,1,1,17,0.4,236.94
"529",2007-02-01 08:48:00,2.98,1,2,18,0.482,236.67
"530",2007-02-01 08:49:00,2.984,1,1,17,0.5,237
"531",2007-02-01 08:50:00,2.968,1,1,17,0.494,236.34
"532",2007-02-01 08:51:00,2.956,2,2,17,0.488,235.65
"533",2007-02-01 08:52:00,2.96,1,1,17,0.49,235.71
"534",2007-02-01 08:53:00,2.962,1,2,17,0.492,235.82
"535",2007-02-01 08:54:00,2.898,1,1,17,0.464,235.85
"536",2007-02-01 08:55:00,3.248,1,1,17,0.19,235.92
"537",2007-02-01 08:56:00,2.746,2,2,17,0.194,236.25
"538",2007-02-01 08:57:00,2.744,1,1,17,0.192,236.13
"539",2007-02-01 08:58:00,2.754,1,1,18,0.196,236.76
"540",2007-02-01 08:59:00,2.664,1,2,17,0.176,236.91
"541",2007-02-01 09:00:00,3.26,1,1,17,0.136,236.02
"542",2007-02-01 09:01:00,2.402,2,1,17,0.104,237.23
"543",2007-02-01 09:02:00,2.406,1,2,17,0.106,237.48
"544",2007-02-01 09:03:00,2.41,1,1,18,0.108,237.82
"545",2007-02-01 09:04:00,2.164,1,1,17,0.106,237.98
"546",2007-02-01 09:05:00,1.906,1,1,18,0.104,238.35
"547",2007-02-01 09:06:00,1.898,2,2,17,0.102,237.72
"548",2007-02-01 09:07:00,1.904,1,1,17,0.104,237.89
"549",2007-02-01 09:08:00,1.908,1,1,18,0.104,238.19
"550",2007-02-01 09:09:00,1.902,1,1,17,0.104,237.85
"551",2007-02-01 09:10:00,1.904,1,1,17,0.104,237.88
"552",2007-02-01 09:11:00,1.896,2,2,18,0.102,237.5
"553",2007-02-01 09:12:00,1.9,1,1,17,0.102,237.7
"554",2007-02-01 09:13:00,1.85,1,0,17,0,237.38
"555",2007-02-01 09:14:00,1.84,1,0,18,0,238.28
"556",2007-02-01 09:15:00,1.83,1,0,17,0,237.77
"557",2007-02-01 09:16:00,1.83,2,0,17,0,237.68
"558",2007-02-01 09:17:00,1.81,1,0,18,0,237.45
"559",2007-02-01 09:18:00,1.658,1,0,17,0,237.34
"560",2007-02-01 09:19:00,1.654,1,0,17,0,237.28
"561",2007-02-01 09:20:00,1.722,2,0,17,0.056,236.79
"562",2007-02-01 09:21:00,1.76,1,0,18,0.114,237.17
"563",2007-02-01 09:22:00,1.768,1,0,17,0.116,237.31
"564",2007-02-01 09:23:00,1.766,1,0,17,0.116,237.3
"565",2007-02-01 09:24:00,1.842,1,0,17,0.118,237.74
"566",2007-02-01 09:25:00,1.678,2,0,18,0.128,237.89
"567",2007-02-01 09:26:00,1.444,1,0,17,0.12,237.6
"568",2007-02-01 09:27:00,1.444,1,0,17,0.122,237.92
"569",2007-02-01 09:28:00,1.448,1,0,18,0.124,238.27
"570",2007-02-01 09:29:00,1.444,2,0,17,0.122,238.1
"571",2007-02-01 09:30:00,1.448,1,0,18,0.124,238.54
"572",2007-02-01 09:31:00,1.444,1,0,17,0.126,238.71
"573",2007-02-01 09:32:00,1.434,1,0,18,0.122,238.06
"574",2007-02-01 09:33:00,1.518,1,0,17,0.216,237.85
"575",2007-02-01 09:34:00,1.49,1,0,17,0.256,237.55
"576",2007-02-01 09:35:00,1.474,1,0,17,0.248,237.38
"577",2007-02-01 09:36:00,1.458,1,0,18,0.246,237.49
"578",2007-02-01 09:37:00,1.518,1,0,17,0.234,237.46
"579",2007-02-01 09:38:00,1.444,1,0,18,0.116,238.82
"580",2007-02-01 09:39:00,1.43,2,0,17,0.098,238.51
"581",2007-02-01 09:40:00,1.418,1,0,17,0.094,238.16
"582",2007-02-01 09:41:00,1.42,1,0,18,0.094,238.16
"583",2007-02-01 09:42:00,1.416,1,0,17,0.094,238.1
"584",2007-02-01 09:43:00,1.406,1,0,17,0.092,237.5
"585",2007-02-01 09:44:00,1.384,1,0,18,0.104,237.39
"586",2007-02-01 09:45:00,1.348,1,0,17,0.076,238.03
"587",2007-02-01 09:46:00,1.3,1,0,17,0,238.16
"588",2007-02-01 09:47:00,1.332,1,0,18,0,238.27
"589",2007-02-01 09:48:00,2.402,17,0,17,0,236.87
"590",2007-02-01 09:49:00,3.496,37,0,17,0,235.98
"591",2007-02-01 09:50:00,3.492,37,0,17,0,235.93
"592",2007-02-01 09:51:00,3.502,38,0,17,0,236.29
"593",2007-02-01 09:52:00,3.494,37,0,17,0,235.84
"594",2007-02-01 09:53:00,3.486,37,0,17,0,235.61
"595",2007-02-01 09:54:00,3.492,37,0,18,0,236
"596",2007-02-01 09:55:00,3.504,37,0,17,0,236.53
"597",2007-02-01 09:56:00,3.518,38,0,17,0,237.18
"598",2007-02-01 09:57:00,3.52,38,0,17,0,236.98
"599",2007-02-01 09:58:00,3.51,37,0,17,0,236.81
"600",2007-02-01 09:59:00,3.502,37,0,18,0,236.86
"601",2007-02-01 10:00:00,3.52,38,0,17,0,237.37
"602",2007-02-01 10:01:00,3.508,37,0,17,0,237.14
"603",2007-02-01 10:02:00,3.5,37,0,17,0,236.93
"604",2007-02-01 10:03:00,2.368,19,0,17,0.114,237.16
"605",2007-02-01 10:04:00,1.376,0,0,18,0.112,237.75
"606",2007-02-01 10:05:00,1.38,0,0,17,0.116,238.34
"607",2007-02-01 10:06:00,1.378,0,0,18,0.12,237.81
"608",2007-02-01 10:07:00,1.394,0,0,17,0.148,237.15
"609",2007-02-01 10:08:00,1.372,1,0,17,0.116,236.94
"610",2007-02-01 10:09:00,1.358,0,0,17,0.108,236.76
"611",2007-02-01 10:10:00,1.356,0,0,17,0.11,236.83
"612",2007-02-01 10:11:00,1.348,0,0,17,0.106,236.06
"613",2007-02-01 10:12:00,1.352,0,0,18,0.108,236.58
"614",2007-02-01 10:13:00,1.348,0,0,17,0.106,236.21
"615",2007-02-01 10:14:00,1.362,0,0,17,0.112,237.57
"616",2007-02-01 10:15:00,1.358,0,0,17,0.11,237.39
"617",2007-02-01 10:16:00,1.362,0,0,18,0.112,237.72
"618",2007-02-01 10:17:00,1.368,0,0,17,0.116,238.37
"619",2007-02-01 10:18:00,1.344,0,0,18,0.074,238.78
"620",2007-02-01 10:19:00,1.282,0,0,17,0,238.9
"621",2007-02-01 10:20:00,1.322,0,0,18,0,239.14
"622",2007-02-01 10:21:00,1.36,0,0,17,0.09,239.1
"623",2007-02-01 10:22:00,1.348,0,0,17,0.086,238.03
"624",2007-02-01 10:23:00,1.352,0,0,18,0.086,238.23
"625",2007-02-01 10:24:00,1.356,0,0,17,0.088,238.8
"626",2007-02-01 10:25:00,1.356,0,0,18,0.088,238.89
"627",2007-02-01 10:26:00,1.352,0,0,17,0.088,238.55
"628",2007-02-01 10:27:00,1.356,0,0,18,0.09,239.25
"629",2007-02-01 10:28:00,1.352,0,0,17,0.088,238.81
"630",2007-02-01 10:29:00,1.344,0,0,18,0.086,238.3
"631",2007-02-01 10:30:00,1.344,0,0,17,0.086,238.25
"632",2007-02-01 10:31:00,1.342,0,0,17,0.086,238.25
"633",2007-02-01 10:32:00,1.288,0,0,18,0,238.14
"634",2007-02-01 10:33:00,1.266,0,0,17,0,237.4
"635",2007-02-01 10:34:00,1.262,0,0,17,0,237.05
"636",2007-02-01 10:35:00,1.276,0,0,18,0,238.34
"637",2007-02-01 10:36:00,1.278,0,0,17,0,238.57
"638",2007-02-01 10:37:00,1.286,0,0,18,0,238.52
"639",2007-02-01 10:38:00,1.31,0,0,17,0,238.69
"640",2007-02-01 10:39:00,1.28,0,0,18,0,238.66
"641",2007-02-01 10:40:00,1.286,0,0,17,0,239.26
"642",2007-02-01 10:41:00,1.284,0,0,18,0,239.18
"643",2007-02-01 10:42:00,1.29,0,0,17,0,239.65
"644",2007-02-01 10:43:00,1.302,0,0,18,0,239.11
"645",2007-02-01 10:44:00,1.392,0,0,17,0.118,239.06
"646",2007-02-01 10:45:00,1.4,0,0,18,0.122,239.87
"647",2007-02-01 10:46:00,1.394,0,0,17,0.122,239.69
"648",2007-02-01 10:47:00,1.4,0,0,18,0.124,240.31
"649",2007-02-01 10:48:00,1.402,0,0,18,0.126,240.65
"650",2007-02-01 10:49:00,1.406,0,0,18,0.128,241.27
"651",2007-02-01 10:50:00,1.406,0,0,18,0.13,241.42
"652",2007-02-01 10:51:00,1.4,0,0,17,0.128,240.88
"653",2007-02-01 10:52:00,1.41,0,0,18,0.128,241.1
"654",2007-02-01 10:53:00,1.406,0,0,18,0.128,241
"655",2007-02-01 10:54:00,1.396,0,0,18,0.124,240.19
"656",2007-02-01 10:55:00,1.386,0,0,17,0.122,239.64
"657",2007-02-01 10:56:00,1.366,0,0,18,0.114,238.13
"658",2007-02-01 10:57:00,1.37,0,0,17,0.116,238.56
"659",2007-02-01 10:58:00,1.372,0,0,18,0.116,238.76
"660",2007-02-01 10:59:00,1.328,0,0,17,0.05,239.18
"661",2007-02-01 11:00:00,1.28,0,0,17,0,238.74
"662",2007-02-01 11:01:00,1.276,0,0,18,0,238.44
"663",2007-02-01 11:02:00,1.282,0,0,17,0,238.95
"664",2007-02-01 11:03:00,1.278,0,0,18,0,238.52
"665",2007-02-01 11:04:00,1.27,0,0,17,0,237.86
"666",2007-02-01 11:05:00,1.27,0,0,18,0,237.69
"667",2007-02-01 11:06:00,1.274,0,0,17,0,238.16
"668",2007-02-01 11:07:00,1.328,0,0,17,0,238.37
"669",2007-02-01 11:08:00,1.364,0,0,18,0.09,239
"670",2007-02-01 11:09:00,1.366,0,0,17,0.09,239.1
"671",2007-02-01 11:10:00,1.362,0,0,18,0.09,238.87
"672",2007-02-01 11:11:00,1.364,0,0,17,0.09,239.12
"673",2007-02-01 11:12:00,1.364,0,0,18,0.09,239.23
"674",2007-02-01 11:13:00,1.36,0,0,17,0.09,238.87
"675",2007-02-01 11:14:00,1.354,0,0,18,0.088,238.7
"676",2007-02-01 11:15:00,1.43,0,0,17,0.198,237.86
"677",2007-02-01 11:16:00,1.422,0,2,17,0.204,237.83
"678",2007-02-01 11:17:00,1.418,0,1,18,0.204,237.83
"679",2007-02-01 11:18:00,1.402,0,1,17,0.176,238.13
"680",2007-02-01 11:19:00,1.362,0,2,18,0.106,238.75
"681",2007-02-01 11:20:00,1.358,0,1,17,0.104,238.35
"682",2007-02-01 11:21:00,1.364,0,2,18,0.108,238.95
"683",2007-02-01 11:22:00,1.37,0,1,17,0.108,238.83
"684",2007-02-01 11:23:00,1.366,0,1,17,0.106,238.4
"685",2007-02-01 11:24:00,1.398,0,2,18,0.126,238.99
"686",2007-02-01 11:25:00,1.484,0,1,18,0.242,239.32
"687",2007-02-01 11:26:00,1.474,0,2,17,0.238,238.87
"688",2007-02-01 11:27:00,1.478,0,1,18,0.242,239.49
"689",2007-02-01 11:28:00,1.488,0,1,17,0.248,240.61
"690",2007-02-01 11:29:00,1.49,0,2,18,0.25,241.02
"691",2007-02-01 11:30:00,1.476,0,1,18,0.246,240.24
"692",2007-02-01 11:31:00,1.476,0,1,18,0.25,240.92
"693",2007-02-01 11:32:00,1.468,0,1,17,0.246,240.32
"694",2007-02-01 11:33:00,1.464,0,2,18,0.244,240.03
"695",2007-02-01 11:34:00,1.462,0,1,18,0.244,240.01
"696",2007-02-01 11:35:00,1.458,0,1,17,0.244,239.9
"697",2007-02-01 11:36:00,1.45,0,1,18,0.238,239.08
"698",2007-02-01 11:37:00,1.452,0,2,17,0.238,238.84
"699",2007-02-01 11:38:00,1.446,0,1,18,0.236,238.42
"700",2007-02-01 11:39:00,1.44,0,1,17,0.232,237.9
"701",2007-02-01 11:40:00,1.378,0,1,17,0.14,238.37
"702",2007-02-01 11:41:00,1.352,0,1,18,0.104,238.42
"703",2007-02-01 11:42:00,1.35,0,2,17,0.104,238.11
"704",2007-02-01 11:43:00,1.348,0,1,18,0.096,238.53
"705",2007-02-01 11:44:00,1.28,0,0,17,0,238.17
"706",2007-02-01 11:45:00,1.276,0,0,17,0,238.43
"707",2007-02-01 11:46:00,1.28,0,0,18,0,238.85
"708",2007-02-01 11:47:00,1.29,0,0,18,0,239.86
"709",2007-02-01 11:48:00,1.29,0,0,17,0,239.75
"710",2007-02-01 11:49:00,1.292,0,0,18,0,239.88
"711",2007-02-01 11:50:00,1.292,0,0,17,0,239.92
"712",2007-02-01 11:51:00,1.302,0,0,18,0,240.82
"713",2007-02-01 11:52:00,1.306,0,0,18,0,240.54
"714",2007-02-01 11:53:00,1.292,0,0,17,0,239.26
"715",2007-02-01 11:54:00,1.378,0,0,18,0.072,240.71
"716",2007-02-01 11:55:00,1.39,0,0,18,0.1,241.46
"717",2007-02-01 11:56:00,1.384,0,0,18,0.098,241.06
"718",2007-02-01 11:57:00,1.392,0,0,18,0.1,241.62
"719",2007-02-01 11:58:00,1.386,0,0,18,0.1,241.65
"720",2007-02-01 11:59:00,1.37,0,0,17,0.094,240.38
"721",2007-02-01 12:00:00,1.36,0,0,18,0.09,239.57
"722",2007-02-01 12:01:00,1.36,0,0,18,0.092,239.84
"723",2007-02-01 12:02:00,1.364,0,0,17,0.094,240.16
"724",2007-02-01 12:03:00,1.362,0,0,18,0.094,240.03
"725",2007-02-01 12:04:00,1.37,0,0,18,0.096,240.87
"726",2007-02-01 12:05:00,1.362,0,0,17,0.06,240.89
"727",2007-02-01 12:06:00,1.402,0,0,18,0.122,240.03
"728",2007-02-01 12:07:00,1.406,0,0,18,0.122,239.96
"729",2007-02-01 12:08:00,1.402,0,0,17,0.122,239.85
"730",2007-02-01 12:09:00,1.404,0,0,18,0.124,240.33
"731",2007-02-01 12:10:00,1.398,0,0,18,0.122,240.04
"732",2007-02-01 12:11:00,1.4,0,0,17,0.126,240.82
"733",2007-02-01 12:12:00,1.392,0,0,18,0.122,240.14
"734",2007-02-01 12:13:00,1.384,0,0,18,0.12,239.51
"735",2007-02-01 12:14:00,1.39,0,0,17,0.122,240.31
"736",2007-02-01 12:15:00,1.39,0,0,18,0.124,240.32
"737",2007-02-01 12:16:00,1.386,0,0,18,0.122,239.93
"738",2007-02-01 12:17:00,1.096,0,0,13,0.128,240.77
"739",2007-02-01 12:18:00,0.326,0,0,0,0.136,241.03
"740",2007-02-01 12:19:00,0.326,0,0,0,0.136,241.12
"741",2007-02-01 12:20:00,0.326,0,0,0,0.134,240.62
"742",2007-02-01 12:21:00,0.262,0,0,0,0.046,240.8
"743",2007-02-01 12:22:00,0.23,0,0,0,0,240.13
"744",2007-02-01 12:23:00,0.23,0,0,0,0,240.02
"745",2007-02-01 12:24:00,0.23,0,0,0,0,240.29
"746",2007-02-01 12:25:00,0.23,0,0,0,0,240.12
"747",2007-02-01 12:26:00,0.23,0,0,0,0,240.44
"748",2007-02-01 12:27:00,0.232,0,0,0,0,241.37
"749",2007-02-01 12:28:00,0.232,0,0,0,0,240.88
"750",2007-02-01 12:29:00,0.232,0,0,0,0,240.69
"751",2007-02-01 12:30:00,0.23,0,0,0,0,240.53
"752",2007-02-01 12:31:00,0.232,0,0,0,0,240.86
"753",2007-02-01 12:32:00,0.232,0,0,0,0,241.09
"754",2007-02-01 12:33:00,0.232,0,0,0,0,240.89
"755",2007-02-01 12:34:00,0.234,0,0,0,0,241.73
"756",2007-02-01 12:35:00,0.234,0,0,0,0,241.73
"757",2007-02-01 12:36:00,0.232,0,0,0,0,240.81
"758",2007-02-01 12:37:00,0.232,0,0,0,0,241.28
"759",2007-02-01 12:38:00,0.234,0,0,0,0,241.36
"760",2007-02-01 12:39:00,0.232,0,0,0,0,241.29
"761",2007-02-01 12:40:00,0.258,0,0,0,0,241.52
"762",2007-02-01 12:41:00,0.31,0,0,0,0.11,241.68
"763",2007-02-01 12:42:00,0.31,0,0,0,0.11,241.81
"764",2007-02-01 12:43:00,0.312,0,0,0,0.114,242.6
"765",2007-02-01 12:44:00,0.312,0,0,0,0.114,242.79
"766",2007-02-01 12:45:00,0.31,0,0,0,0.11,241.72
"767",2007-02-01 12:46:00,0.368,0,0,0,0.168,241.22
"768",2007-02-01 12:47:00,0.416,0,0,0,0.238,240.73
"769",2007-02-01 12:48:00,0.408,0,0,0,0.236,240.18
"770",2007-02-01 12:49:00,0.408,0,0,0,0.24,240.85
"771",2007-02-01 12:50:00,0.408,0,0,0,0.246,241.96
"772",2007-02-01 12:51:00,0.404,0,0,0,0.242,241.97
"773",2007-02-01 12:52:00,0.334,0,0,0,0.14,241.7
"774",2007-02-01 12:53:00,0.334,0,0,0,0.14,241.46
"775",2007-02-01 12:54:00,0.332,0,0,0,0.14,241.55
"776",2007-02-01 12:55:00,0.332,0,0,0,0.142,241.69
"777",2007-02-01 12:56:00,0.33,0,0,0,0.138,241
"778",2007-02-01 12:57:00,0.33,0,0,0,0.14,241.44
"779",2007-02-01 12:58:00,0.328,0,0,0,0.14,241.43
"780",2007-02-01 12:59:00,0.33,0,0,0,0.144,241.87
"781",2007-02-01 13:00:00,0.328,0,0,0,0.144,241.75
"782",2007-02-01 13:01:00,0.328,0,0,0,0.142,241.64
"783",2007-02-01 13:02:00,0.258,0,0,0,0,242.02
"784",2007-02-01 13:03:00,0.234,0,0,0,0,241.53
"785",2007-02-01 13:04:00,0.232,0,0,0,0,241.24
"786",2007-02-01 13:05:00,0.234,0,0,0,0,241.48
"787",2007-02-01 13:06:00,0.232,0,0,0,0,240.55
"788",2007-02-01 13:07:00,0.232,0,0,0,0,240.42
"789",2007-02-01 13:08:00,0.23,0,0,0,0,239.88
"790",2007-02-01 13:09:00,0.23,0,0,0,0,239.49
"791",2007-02-01 13:10:00,0.228,0,0,0,0,238.82
"792",2007-02-01 13:11:00,0.228,0,0,0,0,238.19
"793",2007-02-01 13:12:00,0.228,0,0,0,0,238.19
"794",2007-02-01 13:13:00,0.228,0,0,0,0,238.58
"795",2007-02-01 13:14:00,0.228,0,0,0,0,238.71
"796",2007-02-01 13:15:00,0.228,0,0,0,0,238.24
"797",2007-02-01 13:16:00,0.228,0,0,0,0,238.77
"798",2007-02-01 13:17:00,0.23,0,0,0,0,239.4
"799",2007-02-01 13:18:00,0.23,0,0,0,0,239.48
"800",2007-02-01 13:19:00,0.23,0,0,0,0,239.56
"801",2007-02-01 13:20:00,0.23,0,0,0,0,239.85
"802",2007-02-01 13:21:00,0.232,0,0,0,0,240.43
"803",2007-02-01 13:22:00,0.24,0,0,0,0,240.47
"804",2007-02-01 13:23:00,0.238,0,0,0,0,240.47
"805",2007-02-01 13:24:00,0.238,0,0,0,0,240.5
"806",2007-02-01 13:25:00,0.238,0,0,0,0,240.69
"807",2007-02-01 13:26:00,0.238,0,0,0,0,240.74
"808",2007-02-01 13:27:00,0.312,0,0,0,0.068,241.95
"809",2007-02-01 13:28:00,0.422,0,0,0,0.248,242.06
"810",2007-02-01 13:29:00,0.418,0,0,0,0.246,241.72
"811",2007-02-01 13:30:00,0.416,0,0,0,0.248,241.88
"812",2007-02-01 13:31:00,0.416,0,0,0,0.25,242.27
"813",2007-02-01 13:32:00,0.412,0,0,0,0.248,241.79
"814",2007-02-01 13:33:00,0.408,0,0,0,0.246,241.45
"815",2007-02-01 13:34:00,0.404,0,0,0,0.242,240.96
"816",2007-02-01 13:35:00,0.402,0,0,0,0.242,240.98
"817",2007-02-01 13:36:00,0.4,0,0,0,0.24,240.73
"818",2007-02-01 13:37:00,0.406,0,0,0,0.238,240.4
"819",2007-02-01 13:38:00,0.396,0,0,0,0.228,240.13
"820",2007-02-01 13:39:00,0.332,0,0,0,0.136,240.3
"821",2007-02-01 13:40:00,0.33,0,0,0,0.132,239.62
"822",2007-02-01 13:41:00,0.328,0,0,0,0.13,239.11
"823",2007-02-01 13:42:00,0.328,0,0,0,0.128,238.64
"824",2007-02-01 13:43:00,0.248,0,0,0,0,239.75
"825",2007-02-01 13:44:00,0.288,0,0,0,0.052,239.77
"826",2007-02-01 13:45:00,0.316,0,1,0,0.122,239.76
"827",2007-02-01 13:46:00,0.312,0,1,0,0.12,239.61
"828",2007-02-01 13:47:00,0.312,0,1,0,0.12,239.58
"829",2007-02-01 13:48:00,0.312,0,2,0,0.116,238.77
"830",2007-02-01 13:49:00,0.312,0,1,0,0.116,238.69
"831",2007-02-01 13:50:00,0.312,0,1,0,0.116,238.73
"832",2007-02-01 13:51:00,0.314,0,2,0,0.118,239.09
"833",2007-02-01 13:52:00,0.32,0,1,0,0.12,239.44
"834",2007-02-01 13:53:00,0.32,0,2,0,0.12,239.72
"835",2007-02-01 13:54:00,0.32,0,1,0,0.12,239.77
"836",2007-02-01 13:55:00,0.318,0,1,0,0.12,239.65
